Gene	Module	kME
TBC1D10C	P1_I6_M5	0.95
PPP2R2D	P1_I6_M1	0.98
OR52W1	P1_I6_M1	0.99
TSGA10IP	P1_I6_M1	0.99
GPR152	P1_I6_M1	0.99
UBQLNL	P1_I6_M2	0.95
UBQLN3	P1_I6_M2	0.97
PNLIP	P1_I6_M18	1.0
LIPT2	P1_I6_M1	0.91
CABP4	P1_I6_M1	0.95
ALG10B	P1_I6_M1	0.95
LONRF3	P1_I6_M1	0.9
UCP3	P1_I6_M8	0.95
ERCC4	P1_I6_M1	0.94
SUGCT	P1_I6_M12	0.9
OR4B1	P1_I6_M1	0.99
RPS6KB2	P1_I6_M10	0.86
PRM1	P1_I6_M2	0.92
TEX26	P1_I6_M2	0.95
ZNF77	P1_I6_M1	0.98
GPR156	P1_I6_M1	0.99
LINC00521	P1_I6_M1	0.96
LINC00116	P1_I6_M8	0.94
B3GNTL1	P1_I6_M1	0.98
RBMXL3	P1_I6_M1	1.0
EIF4E1B	P1_I6_M1	0.99
C15orf53	P1_I6_M1	0.99
SLC35E3	P1_I6_M1	0.98
PRIMA1	P1_I6_M1	0.86
ZNF169	P1_I6_M1	0.94
MSRA	P1_I6_M12	0.94
ZNF645	P1_I6_M1	0.94
CCDC168	P1_I6_M1	0.98
GAPT	P1_I6_M5	0.92
CREG2	P1_I6_M3	0.99
ZDHHC21	P1_I6_M1	0.86
TSPEAR	P1_I6_M1	0.99
DOK7	P1_I6_M1	0.91
KLHL38	P1_I6_M8	0.97
PLEKHD1	P1_I6_M1	0.99
ASCL3	P1_I6_M1	0.98
AMIGO3	P1_I6_M1	0.99
B3GALT6	P1_I6_M1	0.87
TMPRSS7	P1_I6_M1	1.0
MBLAC2	P1_I6_M1	0.83
KCNE5	P1_I6_M1	0.99
ZNF683	P1_I6_M2	0.99
AIM1L	P1_I6_M15	0.87
IP6K1	P1_I6_M4	0.86
DLEU1	P1_I6_M1	0.93
UFSP1	P1_I6_M1	0.99
MC5R	P1_I6_M1	0.99
HSF5	P1_I6_M2	0.99
ENTHD1	P1_I6_M1	0.88
MYPOP	P1_I6_M1	0.95
OR11H4	P1_I6_M1	0.99
OR4D11	P1_I6_M1	0.99
LRRTM4	P1_I6_M1	0.85
ATAD5	P1_I6_M1	0.96
OR11H6	P1_I6_M1	0.99
ZNF404	P1_I6_M1	0.91
RTTN	P1_I6_M1	0.99
OR4K17	P1_I6_M1	0.99
OR10H4	P1_I6_M1	0.99
OR51B6	P1_I6_M1	0.99
OR4L1	P1_I6_M1	0.99
OR4K13	P1_I6_M1	0.99
HMGB4	P1_I6_M2	0.99
OR4F21	P1_I6_M1	0.99
SLC35G1	P1_I6_M9	0.92
OR4K5	P1_I6_M1	0.99
OR4N2	P1_I6_M1	0.83
OR4M1	P1_I6_M1	0.99
FOXR1	P1_I6_M1	1.0
TAC4	P1_I6_M1	0.99
ZSCAN2	P1_I6_M1	0.91
B3GNT4	P1_I6_M1	0.99
CRLF3	P1_I6_M5	0.93
DMRTA1	P1_I6_M1	0.96
EID2B	P1_I6_M1	0.93
GJC3	P1_I6_M1	0.95
DNAJC30	P1_I6_M1	0.91
SPRYD4	P1_I6_M1	0.96
VPS37D	P1_I6_M1	0.97
SYNE3	P1_I6_M1	0.93
ZNF575	P1_I6_M1	0.98
WDR25	P1_I6_M1	0.89
DIRAS1	P1_I6_M3	0.83
OR5AN1	P1_I6_M1	0.99
GNG7	P1_I6_M3	0.87
OR4C5	P1_I6_M1	0.99
USF3	P1_I6_M1	0.9
OR4C3	P1_I6_M1	0.99
OR4S1	P1_I6_M1	0.99
CNTD1	P1_I6_M2	0.99
DCAF4L2	P1_I6_M2	0.94
OR4X1	P1_I6_M1	0.99
CNBD1	P1_I6_M1	0.96
C14orf177	P1_I6_M1	1.0
MEX3C	P1_I6_M2	0.82
RNF152	P1_I6_M12	0.93
FOXL1	P1_I6_M1	0.95
TGIF2LY	P1_I6_M1	0.98
LRRC37A	P1_I6_M1	0.94
FOXC2	P1_I6_M1	0.99
OR4F17	P1_I6_M1	0.99
BDNF	P1_I6_M1	0.93
CCDC121	P1_I6_M2	0.94
ZNF843	P1_I6_M1	0.99
PFN4	P1_I6_M2	0.98
OR51V1	P1_I6_M1	0.99
MAGEB6	P1_I6_M1	0.99
CDK5R1	P1_I6_M3	0.97
MAGEB18	P1_I6_M1	0.99
DEFB104A	P1_I6_M11	0.99
OR52E2	P1_I6_M1	0.99
DEFB103A	P1_I6_M1	0.99
OR51L1	P1_I6_M1	0.99
WSB2	P1_I6_M3	0.86
GRIN1	P1_I6_M3	0.99
SOX11	P1_I6_M1	0.99
OR51G2	P1_I6_M1	0.99
OR51A7	P1_I6_M1	0.99
TCEANC	P1_I6_M1	0.99
OR51T1	P1_I6_M1	0.99
OR51H1	P1_I6_M1	0.99
C8G	P1_I6_M6	0.88
OR51S1	P1_I6_M1	0.99
OR51F2	P1_I6_M1	0.99
EFCAB5	P1_I6_M1	0.93
MUC20	P1_I6_M1	0.89
TRIM60	P1_I6_M1	0.99
SEC24C	P1_I6_M4	0.88
FMR1NB	P1_I6_M2	0.99
SMCR8	P1_I6_M1	0.94
MTHFR	P1_I6_M11	0.83
DEFB104B	P1_I6_M11	0.99
C19orf18	P1_I6_M1	0.91
MTX3	P1_I6_M4	0.85
IFNW1	P1_I6_M1	0.99
WDR73	P1_I6_M1	0.97
DSCAML1	P1_I6_M1	0.94
ZDHHC22	P1_I6_M3	0.97
ZBTB34	P1_I6_M1	0.93
FAM9B	P1_I6_M1	0.97
CETN1	P1_I6_M2	0.98
OR2T35	P1_I6_M1	0.99
OR14C36	P1_I6_M1	0.99
RIMKLA	P1_I6_M1	0.95
CLVS1	P1_I6_M1	0.96
OR2M7	P1_I6_M1	0.99
OR2T12	P1_I6_M1	0.99
SPACA4	P1_I6_M2	0.98
OR2T33	P1_I6_M1	0.99
TRIM72	P1_I6_M8	0.91
DEFB103B	P1_I6_M1	0.99
DEFB4B	P1_I6_M1	0.99
KCNA3	P1_I6_M1	0.87
OR2AJ1	P1_I6_M1	0.99
FZD8	P1_I6_M1	0.88
GJD4	P1_I6_M1	0.99
FBXO39	P1_I6_M2	0.98
CLDN22	P1_I6_M1	0.99
KCNA2	P1_I6_M1	0.82
TOP3A	P1_I6_M1	0.89
BEND2	P1_I6_M1	0.97
C10orf71	P1_I6_M8	0.81
OVOS2	P1_I6_M1	1.0
TIMM22	P1_I6_M1	0.99
UMODL1	P1_I6_M1	0.99
SAMD9L	P1_I6_M5	0.85
UBE2U	P1_I6_M2	0.99
MIEF2	P1_I6_M1	0.95
NAP1L5	P1_I6_M3	0.97
NIM1K	P1_I6_M1	0.9
CD19	P1_I6_M5	0.91
OR2T8	P1_I6_M1	0.99
GPR4	P1_I6_M1	0.95
ACOT4	P1_I6_M1	0.95
OLIG3	P1_I6_M1	0.99
OR2G3	P1_I6_M1	0.99
OR2G2	P1_I6_M1	0.99
VCX2	P1_I6_M1	1.0
OR2B11	P1_I6_M1	0.99
SLC25A22	P1_I6_M3	0.97
NHLH2	P1_I6_M1	0.99
FAM187B	P1_I6_M2	0.96
SAMD12	P1_I6_M1	0.84
PIDD1	P1_I6_M1	0.97
ZNF491	P1_I6_M1	0.99
RPLP2	P1_I6_M14	0.82
GSG2	P1_I6_M1	0.93
C12orf54	P1_I6_M2	0.99
GBA	P1_I6_M7	0.96
MBOAT4	P1_I6_M1	0.98
TEX44	P1_I6_M2	0.98
SRRM3	P1_I6_M1	0.97
DEFB114	P1_I6_M11	0.96
SUMO4	P1_I6_M1	0.99
MAGEB10	P1_I6_M1	0.99
DNAJC28	P1_I6_M1	0.98
OR4F4	P1_I6_M1	0.99
SLC35G5	P1_I6_M1	1.0
SOX12	P1_I6_M1	0.91
MYOZ1	P1_I6_M8	0.97
TMEM78	P1_I6_M1	0.99
KCNJ10	P1_I6_M3	0.95
PCDHB9	P1_I6_M1	0.97
ZNF620	P1_I6_M1	0.98
TMEM187	P1_I6_M1	0.91
ZNF619	P1_I6_M1	0.97
CCDC184	P1_I6_M1	0.89
ZBTB41	P1_I6_M1	0.88
ARL6IP6	P1_I6_M1	0.96
ZNF354C	P1_I6_M1	0.91
CAPZA3	P1_I6_M2	0.96
MAMDC4	P1_I6_M1	0.96
CENPBD1	P1_I6_M1	0.91
ODF3	P1_I6_M1	0.97
BET1L	P1_I6_M4	0.85
RPS27	P1_I6_M14	0.93
RIC8A	P1_I6_M4	0.87
ASB8	P1_I6_M8	0.85
LCN15	P1_I6_M1	0.9
DPY19L2	P1_I6_M2	0.98
SPATA31E1	P1_I6_M1	0.97
C2orf73	P1_I6_M2	0.99
GPR150	P1_I6_M1	0.99
TSPYL6	P1_I6_M2	0.94
LRRC75B	P1_I6_M1	1.0
FAM26E	P1_I6_M1	0.97
IMPDH2	P1_I6_M14	0.87
ALS2CL	P1_I6_M10	0.88
MLF1	P1_I6_M2	0.92
PRSS42	P1_I6_M1	0.91
HTR3C	P1_I6_M1	0.99
TSSK6	P1_I6_M1	0.89
PDE4DIP	P1_I6_M8	0.89
PPP1R42	P1_I6_M1	0.91
ZNF114	P1_I6_M1	0.96
ZNF518B	P1_I6_M1	0.82
AMER3	P1_I6_M1	0.98
SPINK6	P1_I6_M1	0.99
ZNF366	P1_I6_M1	0.92
LCORL	P1_I6_M1	0.93
ZNF454	P1_I6_M1	0.99
ZC3H12D	P1_I6_M1	0.85
VN1R1	P1_I6_M1	0.99
SH2D4B	P1_I6_M1	0.99
RNF212	P1_I6_M1	0.98
PRSS36	P1_I6_M1	0.99
ZNF543	P1_I6_M1	0.98
GALNT11	P1_I6_M12	0.88
SLITRK1	P1_I6_M1	0.81
PRM3	P1_I6_M2	0.95
TNP2	P1_I6_M2	0.94
SPAG11A	P1_I6_M11	0.99
TMPRSS9	P1_I6_M1	0.99
TMEM11	P1_I6_M1	0.99
KCNG2	P1_I6_M1	0.99
OR2D3	P1_I6_M1	0.99
CALML3	P1_I6_M15	0.98
CALML5	P1_I6_M10	0.88
PLEKHM3	P1_I6_M1	0.81
ZNF223	P1_I6_M1	0.9
HTR1A	P1_I6_M1	0.99
CCDC185	P1_I6_M1	0.82
FAM220A	P1_I6_M2	0.93
NEUROG2	P1_I6_M1	1.0
CEP295NL	P1_I6_M2	0.95
BEND3	P1_I6_M1	1.0
MCMDC2	P1_I6_M1	0.86
TUBAL3	P1_I6_M9	0.89
UCN3	P1_I6_M1	0.91
KLHL11	P1_I6_M1	0.83
AMBN	P1_I6_M1	0.99
CTXN1	P1_I6_M3	0.96
CA8	P1_I6_M7	0.95
ERBB4	P1_I6_M1	0.83
CTNNBIP1	P1_I6_M10	0.91
OR6B3	P1_I6_M1	0.99
DEFB125	P1_I6_M1	0.99
GPR35	P1_I6_M9	0.94
C10orf53	P1_I6_M2	0.96
CSRNP3	P1_I6_M1	0.89
ZNF713	P1_I6_M1	0.98
NSUN3	P1_I6_M1	0.95
DHFR2	P1_I6_M1	0.81
RPP25	P1_I6_M1	0.86
GP5	P1_I6_M1	0.99
LMO7DN	P1_I6_M1	0.99
CPN2	P1_I6_M6	0.99
CD300LB	P1_I6_M1	0.91
GDPD4	P1_I6_M1	0.99
H1FOO	P1_I6_M1	0.99
TRIM73	P1_I6_M1	0.95
OPLAH	P1_I6_M2	0.92
TMEM52	P1_I6_M8	0.88
EFCAB13	P1_I6_M2	0.85
EXOSC4	P1_I6_M2	0.94
ZNF852	P1_I6_M1	0.99
PFAS	P1_I6_M1	0.88
TPRX1	P1_I6_M1	0.99
ERICH3	P1_I6_M2	0.83
TAS1R2	P1_I6_M1	0.99
C14orf39	P1_I6_M1	0.88
C3orf38	P1_I6_M2	0.9
TRIML2	P1_I6_M1	0.98
OR13D1	P1_I6_M1	0.99
IGSF22	P1_I6_M1	0.99
C9orf50	P1_I6_M1	0.98
ZFP42	P1_I6_M1	1.0
CCDC89	P1_I6_M2	0.95
FAM133A	P1_I6_M1	0.94
C12orf42	P1_I6_M1	0.82
HTR1F	P1_I6_M1	0.99
HES7	P1_I6_M1	0.99
C10orf67	P1_I6_M1	0.89
SAMD4B	P1_I6_M4	0.86
CYP11B2	P1_I6_M17	0.98
GIMAP7	P1_I6_M5	0.87
PXT1	P1_I6_M1	1.0
HNRNPCL1	P1_I6_M1	0.99
ZNF664	P1_I6_M7	0.82
SIGLECL1	P1_I6_M2	0.94
RP11-111M22.2	P1_I6_M1	0.98
CDH4	P1_I6_M1	0.98
SMCO3	P1_I6_M1	0.97
RAD23A	P1_I6_M8	0.9
C2orf71	P1_I6_M1	0.99
DAND5	P1_I6_M1	0.98
ZCCHC5	P1_I6_M1	0.99
RAB39A	P1_I6_M1	0.97
TMEM31	P1_I6_M2	0.99
PACS2	P1_I6_M3	0.82
C1orf101	P1_I6_M2	0.94
GPC5	P1_I6_M1	0.86
GEMIN4	P1_I6_M2	0.86
HNRNPCL4	P1_I6_M1	0.99
KLHL28	P1_I6_M1	0.82
MKRN3	P1_I6_M1	0.98
ZBTB18	P1_I6_M3	0.83
OR9A2	P1_I6_M1	0.99
C14orf28	P1_I6_M1	0.9
ALOX12B	P1_I6_M10	0.96
SLC17A8	P1_I6_M1	0.98
SHARPIN	P1_I6_M2	0.89
LBX2	P1_I6_M1	0.96
DNHD1	P1_I6_M1	0.89
SLITRK4	P1_I6_M1	0.85
HTR1D	P1_I6_M1	0.91
GCC1	P1_I6_M1	0.82
LSMEM2	P1_I6_M1	0.87
RNF151	P1_I6_M2	0.99
CIITA	P1_I6_M5	0.94
GPHB5	P1_I6_M1	0.99
GRM8	P1_I6_M1	0.99
OR2AP1	P1_I6_M1	0.99
OR6C4	P1_I6_M1	0.99
ZBTB42	P1_I6_M1	0.94
TPPP2	P1_I6_M2	0.95
RPRML	P1_I6_M1	0.97
OR6C2	P1_I6_M1	0.99
WDR97	P1_I6_M1	0.99
NLRP8	P1_I6_M1	0.99
SYCN	P1_I6_M18	1.0
PIPOX	P1_I6_M6	0.89
FOXS1	P1_I6_M1	0.95
ATOH7	P1_I6_M1	0.99
LRRC3B	P1_I6_M1	0.84
MRGPRX4	P1_I6_M1	0.99
MRGPRX3	P1_I6_M1	0.99
SERTAD2	P1_I6_M13	0.83
AKAP5	P1_I6_M1	0.82
NKPD1	P1_I6_M1	0.9
GIPC3	P1_I6_M1	0.91
AC025335.1	P1_I6_M10	0.96
NLRP11	P1_I6_M1	0.99
TIGD5	P1_I6_M1	0.99
ZNF154	P1_I6_M1	0.92
R3HDM2	P1_I6_M4	0.8
NRXN1	P1_I6_M3	0.99
OR10A7	P1_I6_M1	0.99
ZNF784	P1_I6_M1	0.86
ZNF648	P1_I6_M1	0.99
CCR8	P1_I6_M1	0.99
GOLGA8J	P1_I6_M1	0.99
FIZ1	P1_I6_M1	0.81
ZNF771	P1_I6_M1	0.97
CRIPAK	P1_I6_M1	0.9
PSTK	P1_I6_M1	0.98
SOCS4	P1_I6_M1	0.85
OR1E1	P1_I6_M1	0.99
ZNF48	P1_I6_M1	0.88
FAM71E2	P1_I6_M1	0.84
C3orf80	P1_I6_M1	0.96
NKX2-6	P1_I6_M1	0.99
TMEM150B	P1_I6_M9	0.96
ANKRD18A	P1_I6_M1	0.92
WFDC11	P1_I6_M11	0.99
TMEM86B	P1_I6_M1	0.94
OR3A1	P1_I6_M1	1.0
1-Sep	P1_I6_M1	0.83
TRNAU1AP	P1_I6_M1	0.93
TDRD6	P1_I6_M2	0.94
C12orf40	P1_I6_M1	0.92
CSNK1A1L	P1_I6_M1	0.99
TH	P1_I6_M17	0.99
FAHD1	P1_I6_M12	0.84
WFDC9	P1_I6_M11	0.99
MYLPF	P1_I6_M8	0.96
F2	P1_I6_M6	0.99
RRH	P1_I6_M1	0.99
PRNT	P1_I6_M1	0.96
FGD6	P1_I6_M1	0.9
ADGRD2	P1_I6_M1	0.99
GPR139	P1_I6_M1	0.99
PLD5	P1_I6_M1	0.99
WFDC10A	P1_I6_M11	1.0
ALX1	P1_I6_M1	0.98
KCTD4	P1_I6_M1	0.88
MEIOC	P1_I6_M2	0.99
FZD2	P1_I6_M1	0.98
CCDC129	P1_I6_M1	0.99
HCLS1	P1_I6_M5	0.92
MTURN	P1_I6_M3	0.92
CCDC66	P1_I6_M1	0.92
DEFB124	P1_I6_M1	0.94
KRTAP9-7	P1_I6_M1	0.99
ATP5EP2	P1_I6_M1	0.99
HARBI1	P1_I6_M1	0.87
DEFB123	P1_I6_M2	0.83
C11orf71	P1_I6_M2	0.91
CYP8B1	P1_I6_M6	1.0
OR6K6	P1_I6_M1	0.99
ARHGAP45	P1_I6_M5	0.94
OR10Q1	P1_I6_M1	0.99
GLIPR1L2	P1_I6_M2	0.99
DEFB119	P1_I6_M11	0.97
KCNE1	P1_I6_M1	0.88
PRR26	P1_I6_M1	0.92
ZSCAN4	P1_I6_M1	0.99
RNF182	P1_I6_M1	0.91
TSPYL5	P1_I6_M2	0.87
FUT7	P1_I6_M1	0.98
EIF2S3L	P1_I6_M1	0.99
SKIDA1	P1_I6_M1	0.99
MB21D2	P1_I6_M1	0.83
GSX2	P1_I6_M1	0.99
SSTR2	P1_I6_M1	0.82
ZNF594	P1_I6_M1	0.83
OR2A4	P1_I6_M1	0.99
MAB21L1	P1_I6_M1	0.96
TMEM64	P1_I6_M11	0.98
OR10K2	P1_I6_M1	0.99
CLRN3	P1_I6_M9	0.83
CHST13	P1_I6_M1	0.97
ANKRD30B	P1_I6_M1	0.94
OR51E1	P1_I6_M1	0.92
ZFP3	P1_I6_M1	0.9
ARSJ	P1_I6_M1	0.88
HOXC9	P1_I6_M1	0.96
MAP3K15	P1_I6_M1	0.9
BHLHE22	P1_I6_M1	0.94
ZNF443	P1_I6_M1	0.97
DEFB112	P1_I6_M11	1.0
C11orf42	P1_I6_M1	0.88
CAPS2	P1_I6_M1	0.88
ZNF792	P1_I6_M1	0.96
KCTD2	P1_I6_M1	0.98
OR56B4	P1_I6_M1	0.99
FAM83H	P1_I6_M1	0.81
GPR62	P1_I6_M1	0.97
OR56A1	P1_I6_M1	0.99
ZNF572	P1_I6_M1	0.99
ST20	P1_I6_M1	0.86
OR52E4	P1_I6_M1	0.99
OR52N2	P1_I6_M1	0.99
GPR137C	P1_I6_M1	0.86
C1orf105	P1_I6_M2	0.95
OR52N1	P1_I6_M1	0.99
ZFP82	P1_I6_M1	0.91
OR52N5	P1_I6_M1	0.99
C17orf47	P1_I6_M1	0.92
OR56B1	P1_I6_M1	0.99
FKRP	P1_I6_M1	0.81
RPH3AL	P1_I6_M1	0.87
FCRL6	P1_I6_M1	0.83
OR52N4	P1_I6_M1	0.99
ZNF707	P1_I6_M1	0.99
NPM1	P1_I6_M14	0.91
PJA1	P1_I6_M11	0.9
DHTKD1	P1_I6_M6	0.83
C4orf50	P1_I6_M1	0.99
SLC25A41	P1_I6_M1	1.0
TMEM136	P1_I6_M1	0.85
OR5AK2	P1_I6_M1	0.97
TMEM102	P1_I6_M1	0.98
TMEM132E	P1_I6_M1	0.98
ZNF322	P1_I6_M4	0.88
HEPHL1	P1_I6_M1	0.94
LRRC75A	P1_I6_M1	0.85
OFCC1	P1_I6_M1	1.0
OR5M8	P1_I6_M1	0.99
UTS2R	P1_I6_M1	0.99
DDN	P1_I6_M3	0.88
SAGE1	P1_I6_M1	0.98
ZNF467	P1_I6_M1	0.87
SOX2	P1_I6_M3	0.98
ZNF678	P1_I6_M1	0.95
TMEM45A	P1_I6_M10	0.94
RAP2B	P1_I6_M1	0.84
OR6T1	P1_I6_M1	0.99
OR8D4	P1_I6_M1	0.99
FANCB	P1_I6_M1	0.99
EDDM3B	P1_I6_M11	0.99
SETD2	P1_I6_M4	0.85
EDDM3A	P1_I6_M11	0.99
TMIE	P1_I6_M1	0.97
MEX3D	P1_I6_M1	0.85
OR52D1	P1_I6_M1	0.99
OR52H1	P1_I6_M1	0.99
GPR135	P1_I6_M1	0.96
ANKRD62	P1_I6_M1	0.99
P2RY13	P1_I6_M5	0.84
TNFSF15	P1_I6_M1	0.9
ZFP41	P1_I6_M1	0.97
ATG9B	P1_I6_M1	0.88
GPR88	P1_I6_M1	0.86
HKR1	P1_I6_M4	0.87
PLAG1	P1_I6_M1	0.97
OR8H1	P1_I6_M1	0.99
OR5T1	P1_I6_M1	0.99
OR5T2	P1_I6_M1	0.99
ZBTB20	P1_I6_M1	0.83
OR2Z1	P1_I6_M1	0.99
OR8K5	P1_I6_M1	0.99
OR8H3	P1_I6_M1	0.99
OR8H2	P1_I6_M1	0.99
GPR3	P1_I6_M1	0.99
ODF3L2	P1_I6_M1	0.98
OR5AS1	P1_I6_M1	0.99
ACTL9	P1_I6_M2	0.97
ADGRB1	P1_I6_M1	0.84
OR6S1	P1_I6_M1	0.99
RFX7	P1_I6_M1	0.96
TIGIT	P1_I6_M5	0.9
SLC2A4	P1_I6_M8	0.84
FTMT	P1_I6_M2	0.96
IBA57	P1_I6_M1	0.99
ZNF329	P1_I6_M1	0.83
ZNF101	P1_I6_M5	0.87
OR4C6	P1_I6_M1	0.99
ADO	P1_I6_M2	0.93
OR4P4	P1_I6_M1	0.99
GINS3	P1_I6_M1	0.92
OR4C15	P1_I6_M1	0.99
OR4A15	P1_I6_M1	0.99
OR4A16	P1_I6_M1	0.99
OR52K2	P1_I6_M1	0.99
NEUROG1	P1_I6_M1	0.99
MRPS11	P1_I6_M1	0.86
PNMAL1	P1_I6_M3	0.93
ADIG	P1_I6_M1	0.91
USH1G	P1_I6_M1	0.99
MGAT4C	P1_I6_M1	0.88
TRIM49B	P1_I6_M1	0.99
OR52A1	P1_I6_M1	0.99
PTCHD3	P1_I6_M1	0.99
OR6B2	P1_I6_M1	0.99
FAM181B	P1_I6_M1	0.89
ZNF716	P1_I6_M1	0.99
TDRKH	P1_I6_M7	0.9
ZNF708	P1_I6_M1	0.82
IST1	P1_I6_M4	0.84
ENPP7	P1_I6_M9	0.91
P2RY8	P1_I6_M5	0.95
MRGPRG	P1_I6_M1	0.99
ASB18	P1_I6_M1	0.97
FAM159A	P1_I6_M1	0.93
RAD51B	P1_I6_M1	0.9
CRYGB	P1_I6_M1	0.99
HHIPL1	P1_I6_M1	0.98
ATP6AP2	P1_I6_M7	0.96
ZAR1	P1_I6_M1	0.99
FAM153B	P1_I6_M1	0.9
KCNA4	P1_I6_M1	0.96
GABRG3	P1_I6_M1	0.88
PRR34	P1_I6_M1	0.99
NLRP10	P1_I6_M1	0.99
FIGN	P1_I6_M1	0.98
IZUMO1	P1_I6_M1	0.89
AP1S2	P1_I6_M11	0.97
DCAF4L1	P1_I6_M2	0.96
SPACA6	P1_I6_M1	0.99
MBD3L3	P1_I6_M1	0.99
ZSCAN22	P1_I6_M1	0.99
KCNJ14	P1_I6_M1	1.0
FBXL6	P1_I6_M1	0.94
KIAA2012	P1_I6_M1	0.91
PRAMEF8	P1_I6_M1	0.99
OR5P3	P1_I6_M1	0.99
DAOA	P1_I6_M1	0.99
ZNF804B	P1_I6_M1	0.97
KBTBD3	P1_I6_M1	0.96
YBEY	P1_I6_M2	0.96
CLN8	P1_I6_M1	0.96
NXPH4	P1_I6_M1	0.9
IFNL1	P1_I6_M1	0.99
PGBD4	P1_I6_M1	0.99
CDY2A	P1_I6_M1	0.99
OTOL1	P1_I6_M1	0.99
KCNK4	P1_I6_M1	0.99
EXOC7	P1_I6_M4	0.84
KPNA2	P1_I6_M2	0.88
XKRX	P1_I6_M1	0.95
CEP97	P1_I6_M1	0.9
LHFPL1	P1_I6_M1	0.99
TBPL2	P1_I6_M1	0.99
CAV3	P1_I6_M8	0.96
RNASE10	P1_I6_M1	0.99
NXPH3	P1_I6_M1	0.84
EPHB3	P1_I6_M10	0.83
VCX	P1_I6_M2	0.94
ACTL10	P1_I6_M1	0.86
EPGN	P1_I6_M15	0.93
KRTAP11-1	P1_I6_M1	0.99
C2orf82	P1_I6_M1	0.98
HS3ST4	P1_I6_M1	0.87
TSPAN10	P1_I6_M1	0.99
OR2V2	P1_I6_M1	0.99
PLCB1	P1_I6_M7	0.89
RXFP3	P1_I6_M1	0.99
OR10G7	P1_I6_M1	0.99
CCDC172	P1_I6_M1	0.86
OR4Q3	P1_I6_M1	0.99
NTM	P1_I6_M3	0.94
KCNB2	P1_I6_M1	0.99
PPP1R27	P1_I6_M8	0.98
BRICD5	P1_I6_M1	0.94
GALR2	P1_I6_M1	0.99
RESP18	P1_I6_M1	0.99
HOXB4	P1_I6_M1	0.83
SLC35D3	P1_I6_M1	0.99
MAFA	P1_I6_M1	0.95
NGRN	P1_I6_M1	0.97
GRID1	P1_I6_M1	0.98
RPS17	P1_I6_M14	0.97
OR2T29	P1_I6_M1	0.99
CCDC87	P1_I6_M1	0.9
GSTA5	P1_I6_M1	0.99
MAGEB17	P1_I6_M1	1.0
DDX28	P1_I6_M1	0.92
KRTAP13-2	P1_I6_M1	0.99
ACBD3	P1_I6_M4	0.87
OR4F15	P1_I6_M1	0.99
ALG12	P1_I6_M1	0.81
LCK	P1_I6_M5	0.91
ADGRG3	P1_I6_M13	0.98
GLUD2	P1_I6_M2	0.96
TMEM95	P1_I6_M1	0.97
TCHHL1	P1_I6_M1	0.99
RPL35A	P1_I6_M14	0.94
SLC25A18	P1_I6_M3	0.93
ZNF721	P1_I6_M4	0.85
TCEAL7	P1_I6_M3	0.85
C11orf54	P1_I6_M12	0.97
CEP63	P1_I6_M2	0.89
OTOP3	P1_I6_M1	0.99
ODF3L1	P1_I6_M1	0.83
SOX1	P1_I6_M1	0.99
CNOT10	P1_I6_M2	0.94
RP11-294C11.1	P1_I6_M1	1.0
ZNF662	P1_I6_M1	0.84
C12orf60	P1_I6_M1	0.83
AP2A2	P1_I6_M1	0.86
OR1G1	P1_I6_M1	0.99
SLC25A21	P1_I6_M1	0.98
CYLC1	P1_I6_M2	0.95
CAMK1D	P1_I6_M3	0.83
RGPD6	P1_I6_M2	0.9
LYSMD4	P1_I6_M1	0.83
WBP2NL	P1_I6_M1	0.96
IGSF5	P1_I6_M1	0.99
FREM3	P1_I6_M1	0.99
NEB	P1_I6_M8	0.96
BEGAIN	P1_I6_M1	0.86
FAM43B	P1_I6_M1	0.94
CSMD1	P1_I6_M1	0.99
CALHM3	P1_I6_M1	0.99
PTGDR2	P1_I6_M1	0.92
CEP57L1	P1_I6_M2	0.87
RIPPLY3	P1_I6_M1	0.99
PRORY	P1_I6_M1	0.99
ANKRD20A2	P1_I6_M1	0.99
GPR19	P1_I6_M1	0.96
GJD3	P1_I6_M1	0.97
FANCF	P1_I6_M1	0.92
SMDT1	P1_I6_M1	0.95
GABRR3	P1_I6_M1	0.99
C2CD4C	P1_I6_M1	0.95
POTEC	P1_I6_M1	0.99
RUVBL2	P1_I6_M2	0.95
GDPGP1	P1_I6_M1	0.94
CTNNA3	P1_I6_M1	0.89
RIMBP3C	P1_I6_M1	0.92
PRR36	P1_I6_M1	0.88
OR51B4	P1_I6_M1	0.99
ABHD16B	P1_I6_M1	0.98
OR52E8	P1_I6_M1	0.99
PLGLB1	P1_I6_M6	0.98
TISP43	P1_I6_M1	0.96
OR5P2	P1_I6_M1	0.99
FAM9A	P1_I6_M1	0.99
MAGEA2B	P1_I6_M1	1.0
CECR6	P1_I6_M1	0.88
ZNF623	P1_I6_M1	0.98
OR2T34	P1_I6_M1	0.99
OR52L1	P1_I6_M1	0.99
EPHA10	P1_I6_M1	0.83
SPDYE4	P1_I6_M1	0.97
CCDC125	P1_I6_M1	0.89
REC114	P1_I6_M2	0.99
BOLA2	P1_I6_M1	0.84
GBP6	P1_I6_M15	0.99
OVCH2	P1_I6_M11	1.0
SYNDIG1L	P1_I6_M1	0.91
FHL3	P1_I6_M8	0.96
OR56A4	P1_I6_M1	0.99
PMCH	P1_I6_M1	0.99
TMEM89	P1_I6_M1	0.97
