Gene	Module	kME
LUZP1	P1_I1_M8	0.81
DRD5	P1_I1_M1	0.98
BUB1	P1_I1_M2	0.9
LRRC45	P1_I1_M1	0.95
CHRNA5	P1_I1_M1	0.94
MT1B	P1_I1_M1	0.98
AGPAT2	P1_I1_M12	0.92
GP9	P1_I1_M1	0.99
ACTRT2	P1_I1_M2	0.99
DCXR	P1_I1_M9	0.87
NRG4	P1_I1_M1	0.99
TMEM266	P1_I1_M1	0.99
TAS2R1	P1_I1_M1	0.94
LINGO1	P1_I1_M5	0.99
PRY	P1_I1_M1	0.99
RBMY1F	P1_I1_M1	0.99
PRY2	P1_I1_M1	0.99
CSGALNACT2	P1_I1_M14	0.85
TACR3	P1_I1_M1	0.99
GSX1	P1_I1_M1	0.99
ONECUT1	P1_I1_M1	0.94
CTNND2	P1_I1_M5	0.99
MUC17	P1_I1_M12	0.9
AHSP	P1_I1_M14	0.9
WNT10B	P1_I1_M1	0.95
CALML6	P1_I1_M11	0.87
MUC3A	P1_I1_M12	0.93
ITGAM	P1_I1_M14	0.96
PYDC1	P1_I1_M1	0.98
OTUD3	P1_I1_M3	0.93
OTUD7A	P1_I1_M1	0.94
BRD3	P1_I1_M6	0.93
ZNF764	P1_I1_M1	0.98
HSFY2	P1_I1_M3	0.99
ZNF747	P1_I1_M1	0.9
TMEM42	P1_I1_M1	0.87
PUSL1	P1_I1_M1	0.97
ZNF35	P1_I1_M1	0.98
TIGD4	P1_I1_M1	0.97
IFFO2	P1_I1_M10	0.88
NLGN2	P1_I1_M5	0.8
MYO7B	P1_I1_M12	0.97
TMEM154	P1_I1_M10	0.8
MYRIP	P1_I1_M1	0.81
ALCAM	P1_I1_M8	0.91
YWHAG	P1_I1_M5	0.91
CNTROB	P1_I1_M2	0.86
ZPLD1	P1_I1_M1	0.99
KCNAB3	P1_I1_M1	0.89
FAM153A	P1_I1_M1	0.93
HMP19	P1_I1_M5	0.96
SPDYE5	P1_I1_M1	0.99
SERPINA6	P1_I1_M9	0.99
ZNF778	P1_I1_M1	0.91
NIPA1	P1_I1_M5	0.87
FOXD4	P1_I1_M1	0.99
GPR25	P1_I1_M1	0.99
UBE2E1	P1_I1_M4	0.86
CCDC144A	P1_I1_M3	0.96
VGLL2	P1_I1_M11	0.92
HOXD12	P1_I1_M1	0.99
GYPA	P1_I1_M14	0.97
USP38	P1_I1_M1	0.82
NANP	P1_I1_M1	0.99
ANKK1	P1_I1_M1	0.99
ADRA1B	P1_I1_M1	0.83
ADPRM	P1_I1_M1	0.85
USP50	P1_I1_M1	0.99
USP47	P1_I1_M8	0.9
PDCD6IP	P1_I1_M4	0.85
MRGPRX1	P1_I1_M1	0.99
ZNF212	P1_I1_M1	0.84
MRAP	P1_I1_M23	0.94
FAM161A	P1_I1_M1	0.95
FAXDC2	P1_I1_M8	0.91
CRTAP	P1_I1_M18	0.89
HSPB2	P1_I1_M33	0.85
C7orf33	P1_I1_M1	0.99
CNGB3	P1_I1_M1	0.99
SLN	P1_I1_M11	0.97
ELP5	P1_I1_M2	0.93
NFRKB	P1_I1_M6	0.84
FABP4	P1_I1_M34	0.87
FRMPD2	P1_I1_M1	0.99
PRDM10	P1_I1_M1	0.97
CST5	P1_I1_M32	1.0
CST2	P1_I1_M32	1.0
CST1	P1_I1_M32	1.0
SP7	P1_I1_M1	0.99
TCAF2	P1_I1_M1	0.93
SEMA3E	P1_I1_M1	0.91
DCLK2	P1_I1_M5	0.99
ZNF804A	P1_I1_M1	0.98
TMEM182	P1_I1_M25	0.91
VSTM2A	P1_I1_M5	0.88
KRT8	P1_I1_M12	0.8
KRT78	P1_I1_M20	0.98
ADORA2B	P1_I1_M1	0.89
SDR9C7	P1_I1_M10	0.96
KRT86	P1_I1_M1	0.98
HARS	P1_I1_M13	0.88
NFXL1	P1_I1_M3	0.88
KRT75	P1_I1_M1	0.99
DNAJC18	P1_I1_M2	0.97
KRT6C	P1_I1_M20	0.97
RIOX1	P1_I1_M3	0.96
SPATA24	P1_I1_M2	0.97
RALGAPB	P1_I1_M6	0.88
KRT4	P1_I1_M20	0.97
KRT74	P1_I1_M1	0.97
KRT72	P1_I1_M3	0.98
KISS1	P1_I1_M15	0.98
HSD17B13	P1_I1_M9	0.99
COX7B2	P1_I1_M2	0.98
KRT83	P1_I1_M1	0.99
TMC7	P1_I1_M3	0.91
IRX1	P1_I1_M1	0.93
DLGAP1	P1_I1_M5	0.98
IRF2BP1	P1_I1_M1	0.86
OR9K2	P1_I1_M1	0.99
FAM71B	P1_I1_M3	0.97
SLC26A5	P1_I1_M1	0.99
GTSF1	P1_I1_M2	0.96
ZNF16	P1_I1_M6	0.91
ARMC10	P1_I1_M6	0.91
TMEM133	P1_I1_M1	0.8
ATF7	P1_I1_M18	0.82
RASA4B	P1_I1_M11	0.81
MURC	P1_I1_M11	0.99
OR10A3	P1_I1_M1	0.99
ZNF296	P1_I1_M1	0.97
HOXB9	P1_I1_M16	0.93
TTLL6	P1_I1_M3	0.97
POLH	P1_I1_M3	0.85
SYT9	P1_I1_M1	0.97
RBMXL2	P1_I1_M2	0.95
GPR37	P1_I1_M5	0.94
TPD52L3	P1_I1_M2	0.97
CDCA4	P1_I1_M14	0.85
OR10A4	P1_I1_M1	0.99
SDR16C5	P1_I1_M10	0.82
DYDC1	P1_I1_M2	0.98
OR10A2	P1_I1_M1	0.99
LMOD2	P1_I1_M25	0.97
BFSP2	P1_I1_M1	0.99
FSHR	P1_I1_M1	0.99
USP32	P1_I1_M2	0.95
CEL	P1_I1_M31	1.0
PPM1D	P1_I1_M1	0.95
GPR27	P1_I1_M8	0.89
PSG6	P1_I1_M15	0.97
RIOX2	P1_I1_M22	0.95
KIAA0232	P1_I1_M13	0.83
RNF139	P1_I1_M2	0.81
PLA2G1B	P1_I1_M31	1.0
CYTL1	P1_I1_M15	0.91
GSTA4	P1_I1_M23	0.89
MSANTD4	P1_I1_M6	0.88
NDUFA3	P1_I1_M1	0.86
OR7G3	P1_I1_M1	0.99
TANC2	P1_I1_M8	0.9
OR7G2	P1_I1_M1	0.99
TEX13B	P1_I1_M1	0.99
PKHD1	P1_I1_M1	0.87
OR1M1	P1_I1_M1	0.99
NCBP2L	P1_I1_M1	0.99
DNAJC24	P1_I1_M1	0.9
MBD3L1	P1_I1_M3	0.97
ZNF160	P1_I1_M6	0.82
PGK2	P1_I1_M2	0.96
OR8B12	P1_I1_M1	0.99
ZNF415	P1_I1_M6	0.81
CEACAM3	P1_I1_M14	0.89
DCDC1	P1_I1_M1	0.97
HAS2	P1_I1_M1	0.83
PLAC1	P1_I1_M15	0.87
DDI1	P1_I1_M3	0.98
OR4D5	P1_I1_M1	0.99
LRRC8E	P1_I1_M1	0.89
PKIA	P1_I1_M11	0.92
XKR6	P1_I1_M1	1.0
PATE1	P1_I1_M16	0.98
OR13H1	P1_I1_M1	0.99
SOX7	P1_I1_M15	0.87
C8orf74	P1_I1_M1	0.94
ALK	P1_I1_M1	0.99
KYAT1	P1_I1_M1	0.86
OBP2B	P1_I1_M1	0.98
TRMT61B	P1_I1_M6	0.86
MFN1	P1_I1_M6	0.86
HSFX1	P1_I1_M1	0.99
NRTN	P1_I1_M1	0.97
KCNMB3	P1_I1_M1	0.98
KCNG3	P1_I1_M1	0.99
ATP6V0E2	P1_I1_M5	0.89
PRKCE	P1_I1_M5	0.89
OR2K2	P1_I1_M1	0.99
RLN3	P1_I1_M1	0.99
TADA3	P1_I1_M4	0.82
SOCS5	P1_I1_M6	0.88
ZNF692	P1_I1_M3	0.87
NAIF1	P1_I1_M1	0.99
OR2M4	P1_I1_M1	0.99
MUC7	P1_I1_M32	1.0
SMR3B	P1_I1_M32	1.0
CSN3	P1_I1_M34	0.99
CLDN20	P1_I1_M1	0.99
CDC42BPG	P1_I1_M10	0.83
UGT2B7	P1_I1_M19	0.88
LRG1	P1_I1_M9	0.97
NPTX1	P1_I1_M5	0.99
FAM98B	P1_I1_M6	0.87
KCNK3	P1_I1_M23	0.93
CHD7	P1_I1_M1	0.84
ESCO2	P1_I1_M1	0.86
KRT15	P1_I1_M10	0.83
LURAP1	P1_I1_M1	0.8
KRT38	P1_I1_M1	0.99
CLCN5	P1_I1_M19	0.83
TPPP	P1_I1_M5	0.97
APLN	P1_I1_M15	0.95
KRTAP4-4	P1_I1_M1	0.99
KRT13	P1_I1_M20	0.97
XAGE3	P1_I1_M15	0.98
KRT9	P1_I1_M1	0.99
XAGE5	P1_I1_M1	0.99
GLOD5	P1_I1_M1	0.81
KSR2	P1_I1_M1	0.99
KRT27	P1_I1_M1	0.99
ZBTB26	P1_I1_M6	0.93
CDK5R2	P1_I1_M5	0.97
DSEL	P1_I1_M1	0.98
POLR1C	P1_I1_M6	0.81
OR1L6	P1_I1_M1	0.99
DLK2	P1_I1_M1	0.85
ZNF561	P1_I1_M18	0.82
SPACA5B	P1_I1_M3	0.97
OR1L3	P1_I1_M1	0.99
SPACA5	P1_I1_M1	0.94
RSL1D1	P1_I1_M21	0.9
MROH2B	P1_I1_M3	0.95
OR1L8	P1_I1_M1	0.99
OR1N2	P1_I1_M1	0.99
COL24A1	P1_I1_M1	0.98
OR1N1	P1_I1_M1	0.99
RXFP1	P1_I1_M1	0.81
LPAR3	P1_I1_M17	0.93
NEUROD2	P1_I1_M1	0.92
OTP	P1_I1_M1	0.99
FGG	P1_I1_M9	0.98
FGA	P1_I1_M9	0.98
OR2AT4	P1_I1_M1	0.99
FGB	P1_I1_M9	0.98
PLRG1	P1_I1_M4	0.91
ZNF584	P1_I1_M1	0.93
DSCAM	P1_I1_M1	0.94
DNAI2	P1_I1_M17	0.97
NMUR1	P1_I1_M1	0.97
CLSTN1	P1_I1_M13	0.83
PIK3CD	P1_I1_M7	0.96
PTCRA	P1_I1_M1	0.97
ENC1	P1_I1_M5	0.95
BPTF	P1_I1_M4	0.9
S100Z	P1_I1_M1	0.98
ZIK1	P1_I1_M1	0.89
GPR82	P1_I1_M1	0.96
PLEKHG5	P1_I1_M10	0.93
LKAAEAR1	P1_I1_M1	0.99
RGS19	P1_I1_M7	0.93
DEFB4A	P1_I1_M1	0.87
ANO5	P1_I1_M8	0.82
HDAC3	P1_I1_M4	0.86
SPATA46	P1_I1_M3	0.98
VAT1L	P1_I1_M23	0.92
LRRC34	P1_I1_M3	0.96
PAH	P1_I1_M9	0.84
SPATA5L1	P1_I1_M1	0.96
SYCE1	P1_I1_M2	0.98
NXNL1	P1_I1_M1	0.99
RASGRP4	P1_I1_M1	0.87
NHLH1	P1_I1_M1	0.99
SLFNL1	P1_I1_M2	0.95
BCL2	P1_I1_M22	0.83
RHNO1	P1_I1_M6	0.82
UTF1	P1_I1_M1	0.99
KNDC1	P1_I1_M1	0.83
WDR87	P1_I1_M3	0.98
METTL18	P1_I1_M8	0.91
CFAP46	P1_I1_M3	0.9
PWWP2B	P1_I1_M1	0.81
PCDHB1	P1_I1_M1	0.99
ZNF540	P1_I1_M1	0.87
ANGPTL7	P1_I1_M1	0.92
FBXL14	P1_I1_M1	0.81
EXOSC10	P1_I1_M4	0.87
ZNF570	P1_I1_M1	0.95
NINJ2	P1_I1_M28	0.82
FAM90A1	P1_I1_M1	0.94
IFNB1	P1_I1_M1	0.99
RPS21	P1_I1_M21	0.91
MRM3	P1_I1_M3	0.96
RPS7	P1_I1_M21	0.96
PRND	P1_I1_M2	0.99
RNASEH1	P1_I1_M1	0.91
PRNP	P1_I1_M13	0.85
KLF17	P1_I1_M1	0.98
ADRA1D	P1_I1_M1	0.98
AQP4	P1_I1_M5	0.92
FBXW10	P1_I1_M3	0.98
OR10H3	P1_I1_M1	0.99
OR10H2	P1_I1_M1	0.99
OR52A5	P1_I1_M1	0.99
SCG2	P1_I1_M23	0.89
CYP4F22	P1_I1_M10	0.9
FOXB1	P1_I1_M1	0.99
DRC3	P1_I1_M17	0.96
ZNF57	P1_I1_M2	0.92
C11orf40	P1_I1_M1	0.99
LDHAL6B	P1_I1_M2	0.98
SYNPO	P1_I1_M11	0.92
ZNF556	P1_I1_M1	0.97
MAL	P1_I1_M20	0.96
ZNF554	P1_I1_M1	0.98
RAB33B	P1_I1_M1	0.87
ANKRD20A4	P1_I1_M1	0.99
REG3A	P1_I1_M12	0.92
GAP43	P1_I1_M5	0.96
REG1B	P1_I1_M12	0.86
EPHX4	P1_I1_M1	0.92
SERF1A	P1_I1_M1	0.94
LRRC15	P1_I1_M1	0.96
TEX37	P1_I1_M2	0.99
MOB3A	P1_I1_M7	0.91
CYCS	P1_I1_M24	0.86
SLFN12	P1_I1_M1	0.82
SLC9C1	P1_I1_M1	0.93
OR1A1	P1_I1_M1	0.99
OR1A2	P1_I1_M1	0.99
OR8I2	P1_I1_M1	0.99
LCE1D	P1_I1_M10	0.98
FRMD3	P1_I1_M25	0.82
MTBP	P1_I1_M1	0.97
TEFM	P1_I1_M1	0.98
ISG20	P1_I1_M7	0.84
OR4C11	P1_I1_M1	0.99
OR8U1	P1_I1_M1	0.99
ID4	P1_I1_M22	0.95
GPR22	P1_I1_M1	0.96
AZU1	P1_I1_M14	0.9
C5orf34	P1_I1_M1	0.98
NEGR1	P1_I1_M5	0.92
ZNF131	P1_I1_M2	0.83
HINFP	P1_I1_M1	0.91
CDY1	P1_I1_M1	0.99
OR10V1	P1_I1_M1	0.99
COPRS	P1_I1_M2	0.84
TP53RK	P1_I1_M1	0.82
B3GALT1	P1_I1_M1	0.97
OR5A1	P1_I1_M1	0.99
CLEC12A	P1_I1_M14	0.9
OR5A2	P1_I1_M1	0.99
ALG14	P1_I1_M1	0.99
STARD5	P1_I1_M1	0.89
IL16	P1_I1_M7	0.93
ABCG4	P1_I1_M1	0.98
CDY1B	P1_I1_M1	0.99
CFAP53	P1_I1_M2	0.95
OR5B12	P1_I1_M1	0.99
OR5B2	P1_I1_M1	0.99
MCRIP2	P1_I1_M1	0.83
PDZD3	P1_I1_M12	0.81
OR9I1	P1_I1_M1	0.99
ARNT2	P1_I1_M5	0.98
PRSS27	P1_I1_M20	0.99
MYOZ2	P1_I1_M25	0.97
DNAJB7	P1_I1_M1	0.96
INSL5	P1_I1_M26	0.91
EFCAB3	P1_I1_M1	0.96
TTC36	P1_I1_M9	0.93
RSPH9	P1_I1_M1	0.89
OR9G4	P1_I1_M1	0.99
IL17D	P1_I1_M5	0.9
OR5AP2	P1_I1_M1	0.99
TCEAL1	P1_I1_M18	0.86
ZNF24	P1_I1_M4	0.89
HSFY1	P1_I1_M3	0.99
RAB40A	P1_I1_M1	0.92
C2orf54	P1_I1_M20	0.94
AGXT	P1_I1_M9	0.99
OR8J1	P1_I1_M1	0.99
OR5T3	P1_I1_M1	0.99
ACOT12	P1_I1_M9	0.92
FIBP	P1_I1_M4	0.86
OR10H5	P1_I1_M1	0.99
BANP	P1_I1_M1	0.84
FAM170B	P1_I1_M1	0.98
CTSW	P1_I1_M14	0.8
NIPAL4	P1_I1_M10	0.94
MUCL1	P1_I1_M34	0.99
SNTG2	P1_I1_M1	0.99
FNDC9	P1_I1_M1	0.84
EFEMP2	P1_I1_M18	0.83
OR10AD1	P1_I1_M1	0.99
AGAP5	P1_I1_M1	0.95
WASHC2C	P1_I1_M4	0.83
ZFAND4	P1_I1_M2	0.99
THEMIS	P1_I1_M1	0.94
MOS	P1_I1_M1	0.99
ZNF738	P1_I1_M1	0.88
MS4A10	P1_I1_M12	0.97
FAM71D	P1_I1_M3	0.99
FUT10	P1_I1_M1	0.95
LRRC20	P1_I1_M11	0.98
PURG	P1_I1_M1	0.98
TMEM217	P1_I1_M1	0.93
OR4D9	P1_I1_M1	0.99
ZNF596	P1_I1_M3	0.93
COL6A5	P1_I1_M1	0.96
NAA16	P1_I1_M3	0.86
OR5B3	P1_I1_M1	0.99
EFCAB12	P1_I1_M17	0.95
OR10W1	P1_I1_M1	0.99
HOXC5	P1_I1_M1	0.97
RAB37	P1_I1_M7	0.88
SNX32	P1_I1_M1	0.98
RPL38	P1_I1_M21	0.86
CYP7B1	P1_I1_M8	0.85
RARG	P1_I1_M10	0.89
CES2	P1_I1_M12	0.93
PDP2	P1_I1_M1	0.87
SP3	P1_I1_M4	0.82
KRT2	P1_I1_M10	0.93
METAP1D	P1_I1_M1	0.96
ZNF621	P1_I1_M6	0.94
EGFL7	P1_I1_M15	0.9
LVRN	P1_I1_M15	0.82
NBEA	P1_I1_M5	0.81
MYEOV	P1_I1_M1	0.91
ANKRD13D	P1_I1_M14	0.83
MRGPRF	P1_I1_M18	0.91
MRGPRD	P1_I1_M1	0.99
SLC22A13	P1_I1_M1	0.94
ADH6	P1_I1_M9	0.99
XKR3	P1_I1_M1	0.93
FRG2C	P1_I1_M1	0.99
KAT5	P1_I1_M4	0.92
SH3RF3	P1_I1_M1	0.93
DCAKD	P1_I1_M13	0.83
ARPP21	P1_I1_M5	0.97
CCDC96	P1_I1_M2	0.96
GRK2	P1_I1_M7	0.82
EVC2	P1_I1_M1	0.94
ZNF680	P1_I1_M22	0.81
FAM222B	P1_I1_M2	0.93
1-Dec	P1_I1_M1	0.99
RXFP4	P1_I1_M1	0.98
CCDC63	P1_I1_M3	0.98
KDM2A	P1_I1_M4	0.82
ACSM6	P1_I1_M1	0.99
ADCK5	P1_I1_M1	0.93
MRPL57	P1_I1_M30	0.81
ADAMTS20	P1_I1_M1	0.99
PARP14	P1_I1_M7	0.86
PARP15	P1_I1_M7	0.96
ABCD2	P1_I1_M1	0.93
MAB21L3	P1_I1_M1	0.94
MFSD4B	P1_I1_M1	0.99
SYT12	P1_I1_M8	0.93
C11orf86	P1_I1_M12	0.99
LIPM	P1_I1_M10	0.96
GPR151	P1_I1_M1	0.99
DMRT2	P1_I1_M8	0.92
ZNF483	P1_I1_M1	0.88
PLAC8L1	P1_I1_M3	0.98
SLC2A14	P1_I1_M2	0.98
GPR137	P1_I1_M2	0.96
ZNF449	P1_I1_M1	0.87
OR10K1	P1_I1_M1	0.99
GPR148	P1_I1_M1	0.99
STOX2	P1_I1_M1	0.85
CST9	P1_I1_M1	0.99
KCNK7	P1_I1_M10	0.97
SFT2D3	P1_I1_M1	0.89
RP11-330H6.5	P1_I1_M1	0.98
NDNF	P1_I1_M28	0.85
IQCF1	P1_I1_M2	0.97
GLIPR1L1	P1_I1_M2	0.99
INSM1	P1_I1_M1	0.93
CCDC36	P1_I1_M2	0.95
MINOS1	P1_I1_M1	0.82
TMEM196	P1_I1_M1	0.96
RNF26	P1_I1_M6	0.86
RNASE11	P1_I1_M16	0.98
TNFRSF10D	P1_I1_M1	0.86
MST1	P1_I1_M9	0.94
C2orf70	P1_I1_M3	0.92
ADGRF3	P1_I1_M1	0.99
NLRP13	P1_I1_M1	0.99
XCR1	P1_I1_M1	0.9
CCR9	P1_I1_M1	0.97
CEP83	P1_I1_M3	0.91
SULT1B1	P1_I1_M12	0.9
UGT2A1	P1_I1_M1	0.94
SCAI	P1_I1_M1	0.96
GPRC6A	P1_I1_M1	0.99
NMNAT1	P1_I1_M1	0.88
LRFN4	P1_I1_M1	0.92
TRAPPC3L	P1_I1_M1	0.97
APOBEC4	P1_I1_M17	0.85
HSPB7	P1_I1_M25	0.98
TAS1R1	P1_I1_M1	0.99
HES3	P1_I1_M1	0.99
SPDYE2B	P1_I1_M1	0.99
OR1L1	P1_I1_M1	0.99
CXorf23	P1_I1_M1	0.91
PSMD1	P1_I1_M8	0.91
ADGRG2	P1_I1_M16	0.97
SPATA3	P1_I1_M2	0.98
MUC13	P1_I1_M12	0.91
SUSD5	P1_I1_M1	0.89
TOMM20	P1_I1_M13	0.84
C1orf100	P1_I1_M2	0.98
CD7	P1_I1_M7	0.94
TOPAZ1	P1_I1_M1	0.98
CNP	P1_I1_M5	0.94
JUP	P1_I1_M10	0.87
HAP1	P1_I1_M1	0.88
TDRD12	P1_I1_M3	0.95
ENDOV	P1_I1_M6	0.85
TIGD3	P1_I1_M1	0.99
KCNH6	P1_I1_M1	0.95
10-Mar	P1_I1_M2	0.98
PHOSPHO1	P1_I1_M3	0.88
GPR160	P1_I1_M8	0.8
CBX2	P1_I1_M1	0.93
KRT28	P1_I1_M1	0.99
RBM4B	P1_I1_M6	0.84
HOXB2	P1_I1_M16	0.81
3-Mar	P1_I1_M1	0.91
SWSAP1	P1_I1_M1	0.99
SLCO4C1	P1_I1_M19	0.89
RBM4	P1_I1_M4	0.89
PIFO	P1_I1_M17	0.91
XXYLT1	P1_I1_M1	0.82
UBXN2A	P1_I1_M1	0.93
RAX2	P1_I1_M1	0.99
LRRC63	P1_I1_M1	0.99
TCAP	P1_I1_M11	0.95
CCS	P1_I1_M6	0.85
CEP19	P1_I1_M3	0.97
SPERT	P1_I1_M2	0.95
FAM46D	P1_I1_M1	0.98
C9orf131	P1_I1_M2	0.98
CD34	P1_I1_M15	0.84
MSRB3	P1_I1_M18	0.85
LEMD3	P1_I1_M6	0.92
C16orf91	P1_I1_M1	0.9
TLR10	P1_I1_M7	0.9
TLR1	P1_I1_M7	0.88
FAM53A	P1_I1_M3	0.95
NWD2	P1_I1_M1	0.98
GSTA3	P1_I1_M17	0.8
ZDHHC24	P1_I1_M1	0.94
CTU2	P1_I1_M1	0.96
C12orf66	P1_I1_M1	0.92
ARL13A	P1_I1_M1	0.98
PIGG	P1_I1_M6	0.83
PRPF8	P1_I1_M4	0.88
DDX23	P1_I1_M4	0.87
ZNF80	P1_I1_M1	0.97
ZNHIT2	P1_I1_M3	0.95
EVX2	P1_I1_M1	0.99
ZBTB4	P1_I1_M8	0.92
TNK1	P1_I1_M1	0.97
DIRC1	P1_I1_M1	0.99
SLC16A11	P1_I1_M1	0.92
GLIS1	P1_I1_M1	0.94
OR2Y1	P1_I1_M1	0.99
CHRNA9	P1_I1_M1	0.99
SLC6A19	P1_I1_M12	0.9
C11orf45	P1_I1_M1	0.96
EXO1	P1_I1_M3	0.86
RALGAPA1	P1_I1_M8	0.85
LIG4	P1_I1_M6	0.84
TRHR	P1_I1_M1	0.99
ABRA	P1_I1_M11	0.94
ATP2A2	P1_I1_M11	0.88
ZWILCH	P1_I1_M2	0.98
RPL4	P1_I1_M21	0.93
SNAPC5	P1_I1_M4	0.8
STARD6	P1_I1_M2	0.95
GOLGA6L2	P1_I1_M3	0.96
VWC2L	P1_I1_M1	0.99
C12orf76	P1_I1_M5	0.94
CNTNAP2	P1_I1_M1	0.88
GALNTL6	P1_I1_M1	0.98
LINGO2	P1_I1_M1	0.88
IGDCC3	P1_I1_M1	0.89
ANKRD36C	P1_I1_M3	0.94
TTC9B	P1_I1_M5	0.98
MYO1H	P1_I1_M1	0.99
TMEM81	P1_I1_M1	0.99
KLK15	P1_I1_M1	0.98
IL20RB	P1_I1_M10	0.98
NPAS4	P1_I1_M1	0.99
ZNF497	P1_I1_M1	0.97
TRAM1L1	P1_I1_M1	0.87
UGT8	P1_I1_M5	0.86
KY	P1_I1_M1	0.88
OR7D4	P1_I1_M1	0.99
BRSK2	P1_I1_M5	0.93
B4GAT1	P1_I1_M5	0.93
LARP7	P1_I1_M4	0.89
FGFBP3	P1_I1_M1	0.87
PABPC5	P1_I1_M1	0.89
RPL15	P1_I1_M21	0.97
C4orf32	P1_I1_M1	0.87
WDR49	P1_I1_M1	0.86
SRP72	P1_I1_M4	0.88
PCP2	P1_I1_M2	0.98
RIN1	P1_I1_M1	0.84
C4orf26	P1_I1_M1	0.98
THAP6	P1_I1_M6	0.87
CEP135	P1_I1_M3	0.82
PDZK1	P1_I1_M19	0.96
ADGRE1	P1_I1_M1	0.8
DENND6A	P1_I1_M6	0.87
PDE12	P1_I1_M1	0.84
GLMN	P1_I1_M1	0.87
DNAH12	P1_I1_M1	0.87
CNIH2	P1_I1_M5	0.97
AMY1B	P1_I1_M32	1.0
NLRP6	P1_I1_M12	0.94
RSRC1	P1_I1_M13	0.88
CATSPERD	P1_I1_M3	0.97
PQLC2L	P1_I1_M1	0.86
OR9G1	P1_I1_M1	0.99
PTDSS2	P1_I1_M6	0.87
C3orf33	P1_I1_M1	0.83
OR5M3	P1_I1_M1	0.99
ASPHD1	P1_I1_M5	0.95
KCTD13	P1_I1_M1	0.91
AMZ1	P1_I1_M1	0.99
GPR171	P1_I1_M7	0.84
GPR149	P1_I1_M1	0.99
CD164L2	P1_I1_M17	0.93
FUT1	P1_I1_M1	0.95
DHX36	P1_I1_M4	0.85
OR5J2	P1_I1_M1	0.99
ZIC4	P1_I1_M1	0.99
OR10AG1	P1_I1_M1	0.99
OR4S2	P1_I1_M1	0.99
FBXW8	P1_I1_M1	0.84
CA5A	P1_I1_M1	0.99
ZG16	P1_I1_M26	0.97
SLC22A1	P1_I1_M9	0.99
TEX36	P1_I1_M2	0.95
ZDHHC14	P1_I1_M1	0.89
ATR	P1_I1_M1	0.81
DSG4	P1_I1_M1	0.99
GK5	P1_I1_M1	0.85
VCPIP1	P1_I1_M1	0.86
RTP1	P1_I1_M1	0.99
SPSB4	P1_I1_M1	0.99
TRAF6	P1_I1_M1	0.82
ZNF654	P1_I1_M1	0.91
TVP23C	P1_I1_M1	0.93
WFDC5	P1_I1_M10	0.94
OR2T1	P1_I1_M1	0.99
CADM2	P1_I1_M5	0.99
ABO	P1_I1_M1	0.81
FAM182B	P1_I1_M1	0.93
PPM1E	P1_I1_M1	0.82
FAM131A	P1_I1_M5	0.97
INHBC	P1_I1_M9	0.98
DDIT3	P1_I1_M22	0.88
PCCA	P1_I1_M16	0.9
HIGD2B	P1_I1_M1	0.98
DCTN2	P1_I1_M13	0.86
NPPA	P1_I1_M25	0.93
ZNF408	P1_I1_M1	0.96
ARHGAP1	P1_I1_M18	0.85
GAL3ST3	P1_I1_M1	0.95
C1orf127	P1_I1_M1	0.97
CHST1	P1_I1_M5	0.92
VWA3A	P1_I1_M1	0.95
CENPS	P1_I1_M2	0.94
DOLK	P1_I1_M6	0.91
CATSPER1	P1_I1_M3	0.98
CCNE2	P1_I1_M3	0.83
ANKS4B	P1_I1_M1	0.82
CST6	P1_I1_M10	0.96
GRAMD2	P1_I1_M15	0.81
ZNF519	P1_I1_M1	0.99
PROP1	P1_I1_M1	0.99
APOF	P1_I1_M9	0.99
CHRNA7	P1_I1_M1	0.9
NRIP3	P1_I1_M2	0.84
EIF1AD	P1_I1_M4	0.8
SMAD2	P1_I1_M4	0.86
EIF3F	P1_I1_M21	0.88
OR10P1	P1_I1_M1	0.99
ARL10	P1_I1_M1	0.86
RFESD	P1_I1_M3	0.9
TBC1D10C	P1_I1_M7	0.94
PPP2R2D	P1_I1_M1	0.98
OR52W1	P1_I1_M1	0.99
LRRC25	P1_I1_M7	0.8
DPP10	P1_I1_M5	0.88
TSGA10IP	P1_I1_M1	0.99
GPR152	P1_I1_M1	0.99
UBQLNL	P1_I1_M3	0.96
UBQLN3	P1_I1_M2	0.97
PNLIP	P1_I1_M31	1.0
LIPT2	P1_I1_M1	0.91
CABP4	P1_I1_M1	0.95
ALG10B	P1_I1_M1	0.96
LONRF3	P1_I1_M1	0.9
UCP3	P1_I1_M11	0.96
RAB6A	P1_I1_M13	0.89
ERCC4	P1_I1_M1	0.94
SUGCT	P1_I1_M19	0.91
OR4B1	P1_I1_M1	0.99
RPS6KB2	P1_I1_M10	0.86
PRM1	P1_I1_M2	0.94
TEX26	P1_I1_M3	0.96
ZNF77	P1_I1_M1	0.98
GPR156	P1_I1_M1	0.99
LINC00521	P1_I1_M1	0.95
LINC00116	P1_I1_M11	0.94
B3GNTL1	P1_I1_M1	0.98
RBMXL3	P1_I1_M1	0.99
EIF4E1B	P1_I1_M1	0.99
C15orf53	P1_I1_M1	0.99
SLC35E3	P1_I1_M1	0.98
PRIMA1	P1_I1_M1	0.87
ZNF169	P1_I1_M1	0.95
MSRA	P1_I1_M19	0.94
ZNF645	P1_I1_M1	0.93
CCDC168	P1_I1_M1	0.98
